date,day,actual time,to_minutes,slot,car1,bus1 ,car2,bus2,car3,bus3,car4,bus4,car5,bus5,car6,bus6,car7,bus7,car8,bus8,holiday
25/08/2017,Friday,19:02:22,1142.366667,12,12,28,27,56,76,63,24,37,23,50,71,52,48,62,35,51,Y
25/08/2017,Friday,19:10:02,1150.033333,12,13,26,27,51,85,63,24,44,23,50,73,52,48,62,36,51,Y
25/08/2017,Friday,19:17:41,1157.683333,12,13,26,27,52,79,59,24,44,23,50,71,52,49,62,35,51,Y
25/08/2017,Friday,19:25:22,1165.366667,12,12,26,27,56,80,63,25,44,24,50,62,52,50,62,35,60,Y
25/08/2017,Friday,19:33:02,1173.033333,12,13,26,27,48,79,65,24,37,24,46,68,52,49,66,36,51,Y
25/08/2017,Friday,19:40:42,1180.7,12,15,26,27,48,78,59,24,37,26,50,65,52,51,66,34,51,Y
25/08/2017,Friday,19:48:23,1188.383333,12,13,26,29,51,72,63,24,37,26,50,68,52,51,66,34,51,Y
25/08/2017,Friday,19:56:04,1196.066667,12,12,26,29,52,73,67,23,48,24,46,67,52,51,59,33,63,Y
05/09/2017,Tuesday,19:11:44,1151.733333,12,12,26,29,51,48,64,26,46,22,52,60,52,49,62,54,51,Y
05/09/2017,Tuesday,19:19:25,1159.416667,12,13,26,29,52,47,55,25,46,22,52,57,52,49,62,53,51,Y
05/09/2017,Tuesday,19:27:07,1167.116667,12,12,26,30,51,50,63,25,46,22,52,58,52,48,62,52,60,Y
05/09/2017,Tuesday,19:34:47,1174.783333,12,12,26,31,48,49,59,24,40,22,48,57,52,49,66,55,51,Y
05/09/2017,Tuesday,19:42:28,1182.466667,12,12,26,29,48,49,59,24,40,22,52,60,52,49,66,56,51,Y
05/09/2017,Tuesday,19:50:08,1190.133333,12,12,26,30,51,49,67,24,40,21,48,56,52,49,59,55,51,Y
15/08/2017,Tuesday,19:00:20,1140.333333,12,11,27,28,55,64,63,24,37,23,49,26,52,48,68,35,51,Y
15/08/2017,Tuesday,19:08:02,1148.033333,12,11,25,27,51,63,63,23,44,23,49,25,52,49,68,36,51,Y
15/08/2017,Tuesday,19:15:41,1155.683333,12,11,25,28,55,61,59,24,44,24,49,25,52,49,68,36,51,Y
15/08/2017,Tuesday,19:23:21,1163.35,12,11,34,28,55,61,63,25,46,24,52,25,52,48,90,35,51,Y
15/08/2017,Tuesday,19:31:05,1171.083333,12,12,25,27,51,66,65,24,44,24,45,26,52,47,90,35,51,Y
15/08/2017,Tuesday,19:38:47,1178.783333,12,13,25,28,47,71,59,25,40,24,52,25,52,49,70,35,51,Y
15/08/2017,Tuesday,19:46:27,1186.45,12,17,25,31,55,63,63,24,37,25,49,26,52,47,70,35,51,Y
15/08/2017,Tuesday,19:54:08,1194.133333,12,12,25,27,52,64,68,25,48,23,45,25,52,46,70,35,51,Y
12/08/2017,Saturday,19:04:58,1144.966667,12,17,25,32,55,92,63,26,46,23,52,29,52,58,68,50,51,Y
12/08/2017,Saturday,19:12:43,1152.716667,12,16,25,33,55,89,63,25,44,24,49,30,52,57,68,48,51,Y
12/08/2017,Saturday,19:20:27,1160.45,12,21,25,31,51,93,63,25,44,27,49,30,52,55,68,46,51,Y
12/08/2017,Saturday,19:28:11,1168.183333,12,18,25,32,51,90,63,26,46,26,47,31,52,50,90,48,60,Y
12/08/2017,Saturday,19:36:05,1176.083333,12,19,25,32,47,90,59,26,40,25,47,31,52,51,70,44,51,Y
12/08/2017,Saturday,19:43:54,1183.9,12,17,25,31,47,90,63,27,37,27,49,31,52,51,70,42,51,Y
12/08/2017,Saturday,19:51:37,1191.616667,12,16,25,31,51,93,68,29,40,26,47,33,52,51,70,42,51,Y
12/08/2017,Saturday,19:59:21,1199.35,12,15,25,29,55,93,59,28,44,28,45,29,52,50,86,40,51,Y
13/08/2017,Sunday,19:06:39,1146.65,12,11,25,27,51,60,63,24,46,25,52,25,52,49,68,33,51,Y
13/08/2017,Sunday,19:14:19,1154.316667,12,12,25,27,55,62,59,24,46,25,52,28,52,47,68,34,51,Y
13/08/2017,Sunday,19:21:59,1161.983333,12,12,34,28,55,61,63,24,46,24,52,28,52,48,68,33,51,Y
13/08/2017,Sunday,19:29:39,1169.65,12,13,25,28,51,62,63,25,46,26,47,29,52,47,90,33,60,Y
13/08/2017,Sunday,19:37:18,1177.3,12,11,25,28,47,61,59,27,40,25,47,28,52,48,70,34,51,Y
13/08/2017,Sunday,19:45:03,1185.05,12,12,25,27,52,62,63,26,40,25,52,28,52,47,70,33,51,Y
13/08/2017,Sunday,19:52:47,1192.783333,12,13,25,26,52,71,59,26,48,24,47,29,52,49,70,34,51,Y
20/08/2017,Sunday,19:04:33,1144.55,12,12,25,26,55,56,63,23,44,24,49,25,52,49,68,33,51,Y
20/08/2017,Sunday,19:12:16,1152.266667,12,13,25,26,55,55,64,24,44,24,49,26,52,48,68,36,51,Y
20/08/2017,Sunday,19:19:58,1159.966667,12,12,25,27,51,57,63,23,44,24,49,26,52,51,68,35,51,Y
20/08/2017,Sunday,19:27:41,1167.683333,12,12,25,26,51,54,63,26,46,24,47,27,52,47,90,33,60,Y
20/08/2017,Sunday,19:35:24,1175.4,12,12,25,27,47,55,59,26,37,25,45,27,52,46,70,34,51,Y
20/08/2017,Sunday,19:43:08,1183.133333,12,12,25,27,47,51,59,25,37,25,49,26,52,47,70,34,51,Y
20/08/2017,Sunday,19:50:53,1190.883333,12,12,25,29,51,52,68,24,37,25,45,28,52,46,70,36,51,Y
20/08/2017,Sunday,19:58:37,1198.616667,12,11,25,27,55,49,59,24,44,24,45,29,52,45,86,34,51,Y
27/08/2017,Sunday,19:06:55,1146.916667,12,13,26,28,51,75,63,25,44,25,50,28,52,54,62,43,51,Y
27/08/2017,Sunday,19:14:41,1154.683333,12,13,26,28,56,79,59,25,44,25,50,28,52,50,62,45,51,Y
27/08/2017,Sunday,19:23:22,1163.366667,12,14,35,29,56,86,63,25,44,25,50,34,52,50,62,42,51,Y
27/08/2017,Sunday,19:31:02,1171.033333,12,14,26,28,51,86,65,24,44,24,46,35,52,47,66,41,51,Y
27/08/2017,Sunday,19:38:48,1178.8,12,15,26,29,48,86,59,24,37,25,46,31,52,47,66,44,51,Y
27/08/2017,Sunday,19:46:31,1186.516667,12,14,26,28,56,83,64,23,37,25,50,29,52,46,66,42,51,Y
27/08/2017,Sunday,19:54:12,1194.2,12,13,26,27,52,81,67,23,48,24,46,29,52,47,59,44,51,Y
03/09/2017,Sunday,19:00:39,1140.65,12,13,28,28,56,62,63,28,40,24,52,28,52,53,62,34,51,Y
03/09/2017,Sunday,19:08:20,1148.333333,12,14,26,28,51,65,63,29,46,24,52,26,52,50,62,34,51,Y
03/09/2017,Sunday,19:16:05,1156.083333,12,13,26,28,56,64,59,30,46,24,52,26,52,51,62,37,51,Y
03/09/2017,Sunday,19:23:47,1163.783333,12,13,35,29,56,65,63,30,46,24,52,26,52,50,62,35,51,Y
03/09/2017,Sunday,19:31:27,1171.45,12,12,26,28,51,62,65,29,46,24,48,27,52,49,66,35,51,Y
03/09/2017,Sunday,19:40:27,1180.45,12,14,26,28,48,62,59,29,40,23,52,27,52,47,66,37,51,Y
03/09/2017,Sunday,19:48:09,1188.15,12,14,26,28,51,62,63,27,40,22,48,27,52,47,66,35,51,Y
03/09/2017,Sunday,19:56:53,1196.883333,12,13,26,28,52,57,67,28,49,23,48,29,52,47,59,35,51,Y
24/09/2017,Sunday,19:00:42,1140.7,12,14,22,27,44,55,60,24,42,23,46,26,66,55,92,33,63,Y
24/09/2017,Sunday,19:17:42,1157.7,12,15,24,27,40,57,69,27,42,24,46,26,66,52,92,35,68,Y
24/09/2017,Sunday,19:25:19,1165.316667,12,14,22,27,43,52,71,24,42,23,42,26,66,50,92,34,68,Y
24/09/2017,Sunday,19:33:07,1173.116667,12,14,22,27,43,53,64,24,42,23,46,27,66,51,92,34,68,Y
24/09/2017,Sunday,19:40:44,1180.733333,12,12,22,27,40,54,69,25,42,23,42,26,66,49,66,33,70,Y
24/09/2017,Sunday,19:48:18,1188.3,12,12,25,25,43,53,60,24,42,24,42,25,66,48,92,33,70,Y
24/09/2017,Sunday,19:55:58,1195.966667,12,12,22,26,44,54,64,24,42,23,42,26,66,49,92,33,70,Y
